Species,Abund,SciName,Taxa1,Taxa2,Taxa3,BM,"Birthing (1=hider, 2=follower)",Group,Threat,Temp,Rain,D,Prey,PreyOffset,PreyEst,logD,logAb,logPrey,Deer,WRSU,BioregionNo,Bioregion,Site,Site#,State,Coywolf,Period,Years,Duration,Country,Method,N,PopDens,HR,CoyoteBM,Wolf,Puma,Carnivores,Latitude,Longitude,Study,NA
"Quail, northern bobwhite",NA,Colinus virginianus,Quail,NA,Birds,0.17189,NA,3,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
"Sparrow, field",NA,Spizella pusilla,NA,NA,Birds,0.0125,NA,3,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
"Prairie dog, white-tailed",NA,Cynomys leucurus,Prairie dogs,NA,Mammals,0.9085,NA,5,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
"Starling, common",NA,Sturnus vulgaris,NA,NA,Birds,0.07714,NA,5,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
Coyote,NA,Canis latrans,Carnivora,NA,Mammals,13.4063,NA,1,2,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
Apples,NA,Malus domestica,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
Birds,NA,NA,NA,NA,Birds,0.2,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
Birds,NA,NA,NA,NA,Birds,0.2,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
Birds,NA,NA,NA,NA,Birds,0.2,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
"Birds, passerine",NA,NA,NA,NA,Birds,0.02,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
"Cactus, prickly pear",NA,Opuntia spp.,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
Corn,NA,Zea mays,Seeds,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
Hackberry,NA,Celtis occidentalis,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
Invertebrates,NA,NA,NA,NA,Invertebrates,0.005,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
Mammals,NA,NA,NA,NA,Mammals,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
Persimmon,NA,Diospyros virginiana,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
NA,NA,NA,NA,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,232,Kansas,0,Winter,1952,0.416666667,USA,Stomachs,128,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
Crayfish,NA,Decapoda,Crustaceans,NA,Invertebrates,0.2,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Crow, American",NA,Corvus brachyrhynchos,NA,NA,Birds,0.44876,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Flicker, northern",NA,Colaptes auratus,NA,NA,Birds,0.13146,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Hawk, red-tailed",NA,Buteo jamaicensis,Raptor,NA,Birds,1.10116,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Lark, horned",NA,Eremophila alpestris,NA,NA,Birds,0.03333,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Lemming, southern bog",NA,Synaptomys cooperi,Lemmings,Rodents,Mammals,0.0319,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Meadowlark,NA,Sturnella neglecta,NA,NA,Birds,0.10073,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Mouse, pocket",NA,Perognathus spp.,Mouse,Rodents,Mammals,0.025,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Muskrat,NA,Ondatra zibethicus,NA,Rodents,Mammals,1.0657,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Opossum, Virginia",NA,Didelphis virginianus,Carnivora,NA,Mammals,2.1955,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Pheasant, ring-necked",NA,Phasianus colchicus,NA,NA,Birds,1.12031,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Rat, brown",NA,Rattus norvegicus,Rat,Rodents,Mammals,0.3567,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Rat, Ord's kangaroo",NA,Dipodomys ordii,Kangaroo rats,Rodents,Mammals,0.0604,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Skunk, striped",NA,Mephitis mephitis,Carnivora,NA,Mammals,2.0853,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Vole, woodland",NA,Microtus pinetorum,Voles,Rodents,Mammals,0.0264,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Woodrat, eastern",NA,Neotoma floridana,Woodrats,Rodents,Mammals,0.2447,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
NA,NA,NA,Moles,NA,Mammals,0.083359869,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
NA,NA,NA,Shrews,NA,Mammals,0.015,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Cardinal, northern",NA,Cardinalis cardinalis,NA,NA,Birds,0.04264,NA,2,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Junco, dark-eyed",NA,Junco hyemalis,NA,NA,Birds,0.0195,NA,2,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Wren, Carolina",NA,Thryothorus ludovicianus,NA,NA,Birds,0.01896,NA,2,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Duck, ring-necked",NA,Aythya collaris,Ducks,NA,Birds,0.70455,NA,3,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Sparrow, field",NA,Spizella pusilla,NA,NA,Birds,0.0125,NA,3,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Sparrow, tree",NA,Passer montanus,NA,NA,Birds,0.02139,NA,3,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Guineafowl,NA,Numida meleagris,Poultry,Domestic,Birds,1.299,NA,5,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Prairie dog, black-tailed",NA,Cynomys ludovicianus,Prairie dogs,NA,Mammals,1.364,NA,5,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Starling, common",NA,Sturnus vulgaris,NA,NA,Birds,0.07714,NA,5,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Raccoon, northern",NA,Procyon lotor,Carnivora,NA,Mammals,6.55,NA,1,1,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Blackberries,NA,Rubus spp.,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
cottonseed cake,NA,NA,NA,NA,Anthropogenic,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Grape,NA,Vitis spp. ,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Hackberry,NA,Celtis occidentalis,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Invertebrates,NA,NA,NA,NA,Invertebrates,0.005,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Lizards,NA,NA,NA,NA,Reptiles,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Mammals,NA,NA,NA,NA,Mammals,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Orange,NA,Citrus sinensis,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Pear,NA,Pyrus spp.,Seeds,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Persimmon,NA,Diospyros virginiana,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Plum,NA,NA,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Sorghum,NA,NA,Seeds,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Watermelon,NA,Citrullus lanatus,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Wheat,NA,NA,Seeds,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,435,Kansas,0,Annual,1953,1,USA,Stomachs,129,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Crayfish,NA,Decapoda,Crustaceans,NA,Invertebrates,0.2,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Crow, American",NA,Corvus brachyrhynchos,NA,NA,Birds,0.44876,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Hawk, red-tailed",NA,Buteo jamaicensis,Raptor,NA,Birds,1.10116,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Lemming, southern bog",NA,Synaptomys cooperi,Lemmings,Rodents,Mammals,0.0319,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Muskrat,NA,Ondatra zibethicus,NA,Rodents,Mammals,1.0657,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Pheasant, ring-necked",NA,Phasianus colchicus,NA,NA,Birds,1.12031,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Rat, brown",NA,Rattus norvegicus,Rat,Rodents,Mammals,0.3567,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Vole, woodland",NA,Microtus pinetorum,Voles,Rodents,Mammals,0.0264,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
NA,NA,NA,Moles,NA,Mammals,0.086158812,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
NA,NA,NA,Shrews,NA,Mammals,0.015,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Duck, ring-necked",NA,Aythya collaris,Ducks,NA,Birds,0.70455,NA,3,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Sparrow, field",NA,Spizella pusilla,NA,NA,Birds,0.0125,NA,3,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Sparrow, tree",NA,Passer montanus,NA,NA,Birds,0.02139,NA,3,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Guineafowl,NA,Numida meleagris,Poultry,Domestic,Birds,1.299,NA,5,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Prairie dog, black-tailed",NA,Cynomys ludovicianus,Prairie dogs,NA,Mammals,1.364,NA,5,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Starling, common",NA,Sturnus vulgaris,NA,NA,Birds,0.07714,NA,5,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Raccoon, northern",NA,Procyon lotor,Carnivora,NA,Mammals,6.55,NA,1,1,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Apples,NA,Malus domestica,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Blackberries,NA,Rubus spp.,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Cactus, prickly pear",NA,Opuntia spp.,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Grape,NA,Vitis spp. ,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Lizards,NA,NA,NA,NA,Reptiles,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Pear,NA,Pyrus spp.,Seeds,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Persimmon,NA,Diospyros virginiana,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Plum,NA,NA,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
Watermelon,NA,Citrullus lanatus,Fruit,NA,Vegetation,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,439,Kansas,0,Annual,1957,1,USA,Stomachs,130,NA,NA,NA,0,0,6,38.5,-98.2,Gier 1968; Tiemeier 1955,NA
"Crow, American",NA,Corvus brachyrhynchos,NA,NA,Birds,0.44876,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,228,Kansas,0,Winter,1948,0.416666667,USA,Stomachs,130,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
"Hawk, red-tailed",NA,Buteo jamaicensis,Raptor,NA,Birds,1.10116,NA,1,0,NA,NA,NA,0,0,0,NA,NA,0,No deer,Rural,NA,NA,Statewide,228,Kansas,0,Winter,1948,0.416666667,USA,Stomachs,130,NA,NA,NA,0,0,4,39.01,-98.48,Tiemeier 1955,NA
